具体地址,小区名称,格局,总价,每平米价格,朝向,面积,楼层,装修,房屋结构
西大桥商圈,汉广街,2室1厅,58,11600,南,50,6,简装,板楼
师大附小沙曼小区,文化厅宿舍楼小区,1室1厅,85,23098,南,36.8,7,毛坯,板楼
西大桥商圈,木兰街,2室1厅,73.8,21706,南 北,34,8,其他,板楼
哈西商圈,辰能·溪树庭院南区,3室2厅,275,18708,南 北,147,20,毛坯,板楼
哈特百脑汇教化工大,西桥小区,2室1厅,68.8,8478,南 北,81.16,8,简装,板楼
团结萧红校哈站北秀宾馆,海城街,2室1厅,53,10193,南 北,52,7,简装,板楼
团结萧红校哈站北秀宾馆,上方街,1室1厅,35,10000,西南,35,7,简装,板楼
西大桥商圈,木兰小区,2室0厅,45,12163,东,37,5,简装,板楼
西大桥商圈,苗圃小区,2室1厅,88.8,13919,南 北,63.8,7,简装,板楼
西大桥商圈,通达小区,2室0厅,27.8,8688,东北,32,8,毛坯,暂无数据
南岗分局十三中,辽河小区,2室1厅,38.5,8262,南 北,46.6,7,精装,板楼
师大附小沙曼小区,省委党校家属楼,3室1厅,122,11510,南 北,106,8,简装,板楼
师大附小沙曼小区,沙曼小区五街区,1室1厅,33,11082,西,29.78,7,精装,板楼
团结萧红校哈站北秀宾馆,凤翥街,2室1厅,55,8131,南 北,67.65,7,简装,暂无数据
西大桥商圈,汉祥街,2室2厅,82,8678,南 北,94.5,7,精装,板楼
马家沟校大成街,平公街,3室1厅,79.8,7157,南 北,111.51,8,精装,板楼
西大桥商圈,通达小区（红岩小学）,1室1厅,52,12094,东 西,43,8,精装,板楼
海城市场商圈,恒运花园,3室2厅,248.8,11517,东南,216.03,30,毛坯,板楼
海城市场商圈,环贸公馆,2室1厅,110,11957,东 西,92,4,毛坯,板楼
哈特百脑汇教化工大,铁路街,2室1厅,46.8,10938,南 北,42.79,8,精装,板楼
哈特百脑汇教化工大,神舟名邸,2室1厅,120,17911,西,67,18,精装,板楼
哈特百脑汇教化工大,曲线街,2室1厅,42,8975,东 南,46.8,7,简装,板楼
哈西商圈,盛世桃园,2室1厅,95.8,9212,南 北,104,7,精装,板楼
哈西商圈,福顺尚都,3室2厅,187.5,12627,南 北,148.5,30,简装,板楼
海城市场商圈,中山花园,3室2厅,220,10527,南 北,209,17,精装,板塔结合
先锋路商圈,赫时,5室2厅,308,21905,南,140.61,24,简装,板塔结合
南岗分局十三中,紫金相府,4室2厅,195,8453,西南,230.69,17,精装,塔楼
花园铁岭继红校,阿什河街,2室1厅,149,35376,西,42.12,8,精装,板楼
马家沟校大成街,洁净街,1室1厅,29,8853,南,32.76,7,简装,板楼
哈西商圈,涧桥西畔,3室1厅,210,15910,南 北 东,132,30,精装,板楼
宣西宣庆体院,海富金棕榈,3室2厅,244.5,16563,东 南 西,147.62,31,精装,板楼
南岗会展商圈,信恒现代城,3室2厅,153,11433,南 北,133.83,8,其他,板塔结合
船舶军工,盟科观邸,2室2厅,215,16033,南 北,134.1,25,其他,板塔结合
龙塔,世纪广场,3室2厅,159,9970,东南,159.49,23,其他,板楼
龙塔,宣庆小区,2室1厅,69.8,96,东 西,7311,7,其他,板楼
西大桥商圈,和兴路,2室1厅,92.8,12211,南 北,76,8,简装,板楼
马家沟校大成街,文教街,2室1厅,29,6042,西,48,8,精装,板楼
西大桥商圈,北鸿花园,2室1厅,100,12346,南 北,81,7,其他,塔楼
哈西商圈,西典家园南区,3室2厅,200,12270,南 北,163,17,其他,板楼
哈特百脑汇教化工大,铁路街,3室2厅,87.8,8059,南 北,108.96,8,简装,板塔结合
哈西商圈,龙泽金水尚都西区,2室1厅,139,15400,南 北,90.26,31,精装,板楼
哈西商圈,辰能溪树庭院,2室1厅,215,17623,南 北,122,11,其他,板楼
儿童公园,比乐街,1室1厅,27,5445,东南,49.59,7,简装,板楼
宣西宣庆体院,宣化街,2室1厅,55,9426,东 西,58.35,8,精装,板楼
哈西商圈,枫蓝国际,1室1厅,84,12642,西 南,66.45,33,精装,板楼
哈特百脑汇教化工大,铁路街,4室1厅,248,13855,南 北,179,7,其他,板楼
西大桥商圈,北鸿花园,3室1厅,155,12697,南 北,122.08,7,其他,板楼
西大桥商圈,和兴路,2室1厅,73.8,9869,南,74.78,8,其他,暂无数据
海城市场商圈,文道花园,2室2厅,175,14520,南 北,120.53,21,其他,板楼
西大桥商圈,清明小区（新区）,2室1厅,62.8,8972,南 北,70,7,精装,板楼
师大附小沙曼小区,中兴街,2室1厅,62,12745,东 北,48.65,7,简装,板塔结合
哈特百脑汇教化工大,西桥小区,2室1厅,28.5,7174,南 北,39.73,8,毛坯,板楼
哈特百脑汇教化工大,上夹树街,3室2厅,71.5,5967,南 北,119.84,8,简装,板塔结合
哈西商圈,四季芳洲,3室2厅,99,7088,南 北,139.69,8,简装,板楼
师大附小沙曼小区,和兴头道街,4室2厅,159,10966,南 北,145,7,精装,板楼
南岗分局十三中,马端小区,3室2厅,130,7670,东 西,169.51,5,精装,暂无数据
哈西商圈,金域蓝城,2室1厅,140,14244,南 北,98.29,7,简装,板楼
西大桥商圈,一匡小区,2室1厅,54,10641,南 北,50.75,8,简装,板楼
哈西商圈,鸿朗花园南区,3室1厅,52,8311,南 北,62.57,7,其他,暂无数据
花园铁岭继红校,阿什河街,2室1厅,168.8,22214,东 西,75.99,9,精装,板楼
哈西商圈,金域蓝城,2室1厅,138,13467,南 北,102.48,30,其他,板楼
哈西商圈,壹品新境,1室1厅,89.8,13861,西南,64.79,28,其他,板楼
南岗会展商圈,信恒现代城,4室2厅,120,5971,南 北,201,7,简装,板楼
哈特百脑汇教化工大,砖街,3室2厅,120,10811,南 北,111,8,简装,板楼
团结萧红校哈站北秀宾馆,上方小区,3室2厅,158,10280,东南,153.7,27,精装,板楼
海城市场商圈,文海溪畔,2室1厅,125,12756,南 北,98,32,毛坯,板楼
革新教堂,巴山街,3室1厅,69,6635,东 西,104,7,简装,板楼
南岗会展商圈,信恒现代城,3室1厅,93,8304,南 北,112,7,简装,塔楼
南岗分局十三中,先锋小区,2室2厅,115,9189,东 西,125.16,7,简装,板楼
哈西商圈,辰能·溪树庭院南区,3室2厅,260,20000,南 北,130,17,毛坯,板楼
哈特百脑汇教化工大,新曲线小区,2室1厅,62,8035,南,77.17,8,毛坯,板塔结合
哈西商圈,辰能·溪树庭院南区,3室2厅,245,19059,南 北,128.55,17,毛坯,板楼
哈西商圈,辰能·溪树庭院南区,3室2厅,258,19399,南 北,133,17,毛坯,板楼
花园铁岭继红校,吉林街,3室2厅,230,14744,南 北,156,8,简装,板楼
南岗会展商圈,信恒现代城,3室2厅,168,12532,南 北,134.06,7,简装,板塔结合
龙塔,吉星商住楼,3室1厅,158,8230,南 北,192,7,精装,板楼
复华校国展工大附中,复华小区北区,2室1厅,95,15834,东南,60,8,精装,板楼
儿童公园,龙电花园,3室1厅,192,11637,南 西南,165,28,精装,板楼
哈西商圈,纳帕英郡,3室1厅,298,22576,南 北,132,33,精装,板楼
儿童公园,龙电花园,3室2厅,252,14158,南,178,26,简装,塔楼
南岗分局十三中,龙福家园(南岗区),3室2厅,145,8631,南 北,168,8,简装,板楼
哈西商圈,学府花园,2室1厅,116,10221,南 北,113.5,8,其他,板楼
宣西宣庆体院,十字街,3室1厅,87,9667,南 北,90,7,简装,板楼
动力区,自然研究所家属楼,3室1厅,99,7701,东 西,128.56,7,精装,暂无数据
海城市场商圈,文林小区,3室2厅,95.8,5674,南 北,168.86,7,精装,板楼
哈西商圈,征仪路花园小区C区,3室1厅,88,8713,南 北 西,101.01,7,其他,板楼
哈西商圈,涧桥西畔,3室2厅,266.6,16099,南 北,165.61,30,其他,板楼
哈西商圈,征仪路花园小区C区,3室1厅,88,8406,南 北,104.69,7,其他,板楼
西大桥商圈,北鸿花园,3室1厅,36,2770,南 北,130,8,其他,板楼
哈西商圈,西典家园南区,5室1厅,205,15197,南 北,134.9,17,其他,板楼
师大附小沙曼小区,中兴街,2室1厅,40,7137,南 西,56.05,7,简装,板塔结合
花园铁岭继红校,马家街,3室1厅,176,16282,东南 西北,108.1,7,简装,板楼
哈西商圈,涧桥西畔,2室1厅,160,16841,南 北,95.01,29,其他,板楼
龙塔,宣庆小区,2室1厅,49.5,9010,西,54.94,7,精装,板楼
宣西宣庆体院,平明街,2室1厅,74,7327,东 西,101,7,简装,板楼
哈西商圈,汇龙北纬,2室1厅,155,16656,南 北,93.06,28,简装,板楼
花园铁岭继红校,鞍山街,2室1厅,105,16520,西南 东北,63.56,7,简装,板楼
哈西商圈,哈西万达SOHO公寓,1室0厅,36,9522,南,37.81,30,精装,板楼
新发小区大润发,新发小区F区,2室1厅,50,10823,南 北,46.2,8,简装,板楼
哈西商圈,金域蓝城,1室1厅,78,15050,南,51.83,29,简装,板楼
哈西商圈,福顺尚都,1室0厅,66,13151,北,50.19,31,简装,板楼
哈西商圈,悦城,2室1厅,112.8,15630,南,72.17,32,其他,板楼
哈西商圈,尚熙雅轩,1室1厅,88,13940,南,63.13,32,其他,板楼
哈西商圈,征仪路花园小区B区,2室1厅,87,8051,南 北,108.07,7,其他,板楼
团结萧红校哈站北秀宾馆,货栈街,2室1厅,45,9000,东南 南,50,7,简装,板楼
哈特百脑汇教化工大,瓦街,2室1厅,45,8943,南 北,50.32,6,简装,板楼
海城市场商圈,中山花园,3室1厅,148,9488,南 北,156,9,精装,板塔结合
哈西商圈,辰能溪树庭院,4室2厅,460,21050,南 北,218.53,23,精装,板楼
南岗会展商圈,龙埠城市花园,2室1厅,106,12313,东 西 北,86.09,7,精装,板楼
哈西商圈,征仪路花园小区A区西区,3室1厅,95,7057,南 北,134.63,7,其他,板楼
宣西宣庆体院,十字街,3室1厅,70,5646,西 北,124,8,其他,板楼
宣西宣庆体院,宣西小区,3室1厅,76,8271,南 北,91.89,8,其他,板楼
海城市场商圈,文平街,2室1厅,32,6371,南,50.23,7,其他,板楼
宣西宣庆体院,海河路,2室1厅,49,7503,南 北,65.31,8,其他,板楼
宣西宣庆体院,宣西小区,1室1厅,28.5,6786,东,42,8,其他,板楼
哈西商圈,阳光家园一期,2室1厅,83.5,10264,南 北,81.36,7,其他,板楼
哈西商圈,哈西万达SOHO公寓,1室0厅,55,14376,南,38.26,31,其他,板塔结合
师大附小沙曼小区,市委党校家属楼,2室1厅,65,9028,南,72,7,其他,板楼
哈南商圈,学府名居小区,2室1厅,70,10770,南 北,65,7,其他,板楼
哈西商圈,西典家园南区,2室1厅,110,11927,南,92.23,16,其他,板楼
西大桥商圈,苗圃小区,2室1厅,65,5871,南 北,110.72,7,简装,板楼
团结萧红校哈站北秀宾馆,利群街,2室1厅,80,10257,南,78,7,精装,板楼
哈特百脑汇教化工大,曲线街,3室1厅,83,8830,东 西,94,8,简装,板楼
南岗会展商圈,红旗示范新区,6室1厅,200,11011,东,181.65,8,简装,板楼
西大桥商圈,北鸿花园,1室1厅,220,11704,南 北,187.98,16,简装,塔楼
哈特百脑汇教化工大,宏桥小区,3室1厅,145,11861,南 北,122.25,6,精装,板楼
西大桥商圈,汉祥家园,3室1厅,123,9806,南 北,125.44,7,简装,板楼
团结萧红校哈站北秀宾馆,邮政街(上夹树街),3室1厅,185,12916,东 西,143.24,32,精装,板楼
哈西商圈,西典家园南区,3室1厅,165,9940,南 北,166,17,简装,板楼
团结萧红校哈站北秀宾馆,货栈街（团结小学）,2室1厅,82.8,12359,南 北,67,7,精装,板楼
先锋路商圈,新苑小区,6室2厅,188,5380,东 西,349.45,7,精装,板楼
哈特百脑汇教化工大,下夹树街,2室1厅,71.8,10258,南 北,70,5,精装,板楼
哈西商圈,保健路住宅新区,4室2厅,100,5879,南 北,170.11,8,精装,暂无数据
西大桥商圈,一匡街,2室1厅,51,6624,东 南,77,6,其他,板楼
西大桥商圈,通达小区（红岩小学）,2室1厅,120,10715,南 北,112,8,其他,暂无数据
西大桥商圈,师院街,3室1厅,93,11625,南 北,80,7,其他,板楼
西大桥商圈,和兴路,3室1厅,142.8,14321,南 北,99.72,7,其他,板楼
西大桥商圈,清滨路,2室1厅,150,12296,南 北,122,8,其他,板塔结合
新发小区大润发,新发小区D区,3室1厅,90,7488,东 西,120.2,7,其他,板楼
哈特百脑汇教化工大,桥北小区,2室1厅,56,11200,南 北,50,7,其他,板楼
哈西商圈,大众新城二期,3室1厅,92,9650,南 西 北,95.34,7,其他,板塔结合
南岗会展商圈,信恒现代城,3室2厅,240,11539,南 北,208,18,其他,板塔结合
哈西商圈,悦城,3室1厅,240,19200,南 北,125,32,其他,板楼
西大桥商圈,汉祥街,2室1厅,90,8815,南 北,102.1,7,其他,板楼
花园铁岭继红校,恒运大厦,4室1厅,397,32017,东南,124,27,其他,板楼
哈特百脑汇教化工大,桥北小区,2室1厅,55,10785,南 北,51,7,其他,板楼
哈南商圈,鲁商·松江新城,3室2厅,180,13044,南 北,138,28,其他,板楼
哈西商圈,纳帕英郡,3室1厅,225,18000,南 北,125,33,其他,板楼
西大桥商圈,世纪嘉园(南岗区),2室1厅,200,20380,东南,98.14,33,其他,板楼
西大桥商圈,七政街,2室1厅,62.8,10073,南 北,62.35,8,其他,塔楼
西大桥商圈,木兰街,2室1厅,72,12978,南 北,55.48,7,其他,板楼
海城市场商圈,文道花园,2室1厅,140,13862,东南,101,21,其他,板楼
哈南商圈,鲁商·松江新城,3室2厅,165,13866,南 北,119,24,其他,板楼
哈特百脑汇教化工大,西桥小区,2室1厅,65.8,10204,南 北,64.49,8,精装,板楼
宣西宣庆体院,平明街,2室2厅,60,7500,南 北,80,7,其他,板楼
儿童公园,人和名苑,3室1厅,198,11380,南 西,174,29,精装,板楼
哈南商圈,鲁商·松江新城,3室2厅,185,13406,南 北,138,28,其他,板楼
龙塔,黑龙江省残疾人联合会住宅楼,3室1厅,135,8767,东 西,154,8,其他,板楼
西大桥商圈,焊接小区,3室1厅,110,15715,南 北,70,7,其他,板楼
哈西商圈,中海·雍景熙岸,3室2厅,195,18225,南 北,107,33,其他,板楼
南岗分局十三中,中植方洲苑,4室2厅,182,10341,南 北 东,176,7,简装,板楼
儿童公园,建新街,3室2厅,220,11374,东南,193.43,28,简装,板楼
海城市场商圈,文海溪畔,1室1厅,96,12632,东南,76,28,其他,板楼
西大桥商圈,汉广街,2室1厅,130,10656,东 西,122,8,精装,板楼
西大桥商圈,汉广街,2室1厅,150,10345,南 北,145,8,简装,板楼
师大附小沙曼小区,水院小区,2室1厅,142.5,19705,东 西,72.32,8,精装,板楼
花园铁岭继红校,光明街,2室1厅,72,10242,东 西,70.3,7,简装,板楼
南岗分局十三中,大自然家园,2室1厅,120,11765,东 西,102,7,精装,板楼
哈西商圈,枫蓝国际,2室1厅,96,12800,东南,75,33,简装,板楼
哈西商圈,福顺尚都,1室1厅,80,13329,北,60.02,31,精装,板楼
哈特百脑汇教化工大,西桥小区,2室1厅,53.8,8540,南 北,63,8,精装,板楼
儿童公园,分部街,3室1厅,59.3,7941,东 北,74.68,7,精装,板塔结合
马家沟校大成街,宣威街,2室1厅,42.5,4337,南 北,98,8,简装,板楼
海城市场商圈,文林电力花园小区,2室1厅,44.5,4912,南 北,90.61,7,简装,板楼
新发小区大润发,新发小区E区,2室1厅,48,8422,东 西,57,7,精装,板楼
花园铁岭继红校,河渠街,1室1厅,89.8,16621,西 北,54.03,7,精装,板楼
哈西商圈,万达华宅E区,2室2厅,176,16592,南 北,106.08,31,精装,板楼
师大附小沙曼小区,沙曼小区三街区,2室1厅,45,8620,东 西,52.21,7,简装,板楼
师大附小沙曼小区,沙曼小区六街区,2室1厅,49,8427,南,58.15,7,简装,板楼
师大附小沙曼小区,利兴小区,2室1厅,28.8,4955,南,58.13,8,简装,板楼
海城市场商圈,文道花园,1室1厅,86.5,10918,南 北,79.23,21,精装,板楼
师大附小沙曼小区,女子监狱家属楼,2室1厅,65,9364,西北,69.42,8,简装,板楼
哈西商圈,盟科万城,2室1厅,125,11905,东 西,105,24,毛坯,板楼
团结萧红校哈站北秀宾馆,邮政街(上夹树街),2室1厅,98,12895,南 北,76,7,简装,板楼
仪兴商圈,仪兴小区,2室1厅,43,6969,南 北 西,61.71,6,简装,板楼
哈西商圈,科大安居小区,2室1厅,32,5462,南 北,58.59,8,简装,板楼
马家沟校大成街,洁净街,1室1厅,22.8,7141,南,31.93,7,简装,板楼
哈西商圈,涧桥西畔,1室1厅,85,14167,西,60,27,简装,板楼
哈西商圈,壹品新境,2室1厅,160,14083,南 北,113.62,28,精装,板楼
哈西商圈,西溪橡园,2室1厅,70.5,11157,西南,63.19,18,精装,板塔结合
万达商圈,宏景天地,3室1厅,160,9832,北 东,162.75,32,精装,板楼
哈西商圈,涧桥西畔,1室1厅,87,14860,南,58.55,27,简装,板楼
宣西宣庆体院,大成街,1室0厅,29,8998,东南,32.23,6,简装,板楼
师大附小沙曼小区,利兴水科楼家属楼,3室1厅,41.8,6109,南 北,68.43,7,简装,板楼
哈西商圈,福顺尚都,1室1厅,65.8,11585,南,56.8,31,精装,板楼
哈西商圈,学府绿景苑,2室1厅,90,8712,南 北,103.31,6,精装,板楼
花园铁岭继红校,光明街,2室1厅,137,21142,东 西,64.8,7,简装,板楼
西大桥商圈,林业设计院家属楼(和兴路),1室1厅,26,6121,南 北,42.48,7,简装,板楼
哈西商圈,福顺尚都,1室1厅,78,12243,东,63.71,31,简装,板塔结合
哈西商圈,尚熙雅轩,1室1厅,102,13376,南 北,76.26,32,简装,板楼
海城市场商圈,明和彩座,2室1厅,95,9694,南,98,24,精装,塔楼
哈西商圈,西典家园南区,2室1厅,118,12296,南 北,95.97,11,毛坯,板楼
哈西商圈,壹品新境,1室0厅,60,12579,南,47.7,28,简装,板楼
儿童公园,比乐街,2室1厅,33,8740,南,37.76,7,简装,板楼
花园铁岭继红校,吉林街,2室1厅,139.8,28519,东 西 北,49.02,7,简装,板楼
花园铁岭继红校,龙江街,1室1厅,72.5,24151,北,30.02,8,简装,板楼
花园铁岭继红校,辽阳街,2室1厅,125,19193,东 西,65.13,7,简装,板楼
马家沟校大成街,洁净街,2室1厅,35,6162,南 北,56.8,7,简装,板楼
西大桥商圈,恒兴物业,2室1厅,157,10170,南 北,154.38,22,简装,板塔结合
花园铁岭继红校,深业大厦,1室1厅,150,12606,东南,119,22,简装,板楼
哈西商圈,鸿朗花园北区,2室1厅,79.8,10324,南 北 西,77.3,7,毛坯,板楼
革新教堂,黑山街,1室1厅,36.8,9946,南 北,37,6,简装,板楼
哈西商圈,保利颐和家园,3室1厅,86,7119,南 北,120.82,7,其他,板楼
新发小区大润发,新发小区B区,2室1厅,35,7601,东北,46.05,8,其他,板楼
龙塔,宣庆小区,3室1厅,130,6843,南 北,190,7,简装,板楼
南岗会展商圈,信恒现代城,3室2厅,156,13000,南 北 西,120,7,精装,板塔结合
宣西宣庆体院,宣西小区,3室1厅,70,7609,东 西,92,8,简装,板楼
南岗会展商圈,盟科视界,3室1厅,210,13442,南 西 北,156.23,32,精装,板楼
仪兴商圈,和兴三道街,2室1厅,125,18116,南 北,69,7,精装,板塔结合
南岗会展商圈,盟科视界,3室2厅,218,13213,南 北 东,165,31,精装,板楼
海城市场商圈,文海溪畔,2室1厅,116,12685,南 北,91.45,28,简装,板楼
哈西商圈,福顺尚都,3室1厅,255,15000,南 北,170,18,其他,暂无数据
哈西商圈,学府花园,4室2厅,166,9708,南 北,171,8,精装,板楼
哈特百脑汇教化工大,新曲线小区,2室1厅,49.8,10375,东,48,8,简装,板楼
哈西商圈,汇龙北纬,3室2厅,209,16202,北 南,129,26,精装,板楼
南岗会展商圈,公园丽景(南岗区),3室2厅,420,18835,南 北,223,27,精装,板楼
王岗商圈,骏赫庄园,5室2厅,207,10049,北 南,206,6,毛坯,板楼
哈南商圈,鲁商·松江新城,3室2厅,245,13889,南 北,176.41,24,精装,板楼
西大桥商圈,木兰小区（七政街）,2室1厅,58,11837,南 北,49,6,简装,板楼
船舶军工,文化小区(南岗区),2室1厅,65,6990,东 西,93,8,精装,板楼
哈西商圈,辰能·溪树庭院南区,3室1厅,280,21173,南 北,132.25,15,精装,板楼
西大桥商圈,恒兴物业,2室2厅,170,11334,南 北,150,22,精装,板塔结合
哈西商圈,征仪路花园小区A区西区,3室1厅,96,8276,南 北,116,7,精装,板楼
龙塔,宣庆小区,3室2厅,99,8609,南 北,115,7,精装,板楼
花园铁岭继红校,铁岭街,3室1厅,165,11843,南 北,139.33,7,简装,板楼
西大桥商圈,元和街,2室1厅,71.8,12172,南 北,58.99,6,简装,暂无数据
西大桥商圈,焊接小区,2室1厅,128,14223,南 北,90,5,精装,板楼
西大桥商圈,通达小区（红岩小学）,1室1厅,63.8,15665,东南,40.73,7,简装,板楼
