具体地址,小区名称,格局,总价,每平米价格,朝向,面积,楼层,装修,房屋结构
革新教堂,革新街,2室1厅,32.8,6432,西,51,8,简装,板楼
西大桥商圈,元士街,2室1厅,36,8090,东南 西北,44.5,7,简装,板楼
哈特百脑汇教化工大,铁路街,3室1厅,63.8,10165,东 西,62.77,6,简装,板楼
新发小区大润发,新发小区F区,1室1厅,25,7141,南,35.01,7,简装,板楼
龙塔,吉星商住楼,2室1厅,119,8500,南 北,140,7,简装,塔楼
海城市场商圈,华风海城湾,2室1厅,125,12940,南,96.6,30,简装,板楼
海城市场商圈,联部街,2室1厅,70,5556,南 北,126,7,其他,板楼
南岗分局十三中,鼎新小区,2室1厅,45,5845,南,77,7,简装,板楼
哈南商圈,鲁商·松江新城,2室2厅,153.8,12489,南 北,123.15,28,简装,板楼
西大桥商圈,清明二道街,3室2厅,72,9249,南 北,77.85,8,精装,板楼
哈西商圈,学府花园,2室1厅,115,10000,南 北,115,8,精装,塔楼
哈西商圈,大众新城,2室1厅,78,11730,南 北,66.5,7,简装,板塔结合
西大桥商圈,清明二道街,2室2厅,64,8000,南 北,80,8,精装,板楼
哈西商圈,盛世桃园,2室1厅,106.8,11068,南 北,96.5,8,简装,板楼
师大附小沙曼小区,利兴小区,2室1厅,61,8841,东 西,69,9,其他,板楼
哈特百脑汇教化工大,铁路街,1室1厅,25,8081,南,30.94,8,简装,板楼
王岗商圈,红星凯悦,2室1厅,62,7470,南 北,83,11,精装,板楼
师大附小沙曼小区,省委党校家属楼,2室1厅,41,7885,南,52,7,简装,板楼
复华校国展工大附中,复华小区北区,1室1厅,56.6,18182,南,31.13,8,简装,板楼
哈西商圈,金爵万象,2室0厅,89,12715,南 北,70,19,精装,板楼
哈南商圈,英伦名邸,2室2厅,143,12328,南 北,116,26,精装,板楼
宣西宣庆体院,宣西小区,1室1厅,53.8,9119,南,59,6,简装,板楼
西大桥商圈,清明四道街,2室1厅,49.8,8033,南 北,62,7,精装,板塔结合
宣西宣庆体院,海富金棕榈,2室1厅,240,17965,南 北 东,133.6,17,简装,板楼
龙塔,吉星商住楼,2室1厅,97.8,12225,西,80,15,精装,塔楼
哈西商圈,鸿朗花园南区,2室1厅,45,8664,南,51.94,7,简装,暂无数据
师大附小沙曼小区,沙曼小区五街区,2室1厅,61,10167,南 北,60,7,简装,板楼
仪兴商圈,和兴三道街,3室1厅,148,21143,东 西,70,7,简装,板塔结合
哈西商圈,日出印象,2室2厅,119,9917,东 西,120,22,精装,暂无数据
仪兴商圈,仪兴小区,2室1厅,66,9231,东 西,71.5,8,简装,板楼
师大附小沙曼小区,市委党校家属楼,2室1厅,43,5734,西,75,7,简装,板楼
海城市场商圈,营部街,2室1厅,63,10000,南 北,63,8,精装,板楼
哈西商圈,西典家园南区,1室0厅,57,10962,南,52,16,简装,板楼
南岗分局十三中,辽河小区,1室0厅,30,9091,南,33,7,简装,板楼
儿童公园,比乐街,2室1厅,48.8,7747,南,63,8,精装,板楼
哈特百脑汇教化工大,下夹树街,1室1厅,35,9813,西南,35.67,7,简装,板塔结合
哈特百脑汇教化工大,西桥小区,1室1厅,28,8576,西,32.65,8,简装,板楼
新发小区大润发,新发小区,2室1厅,17,3954,南 北,43,8,简装,板楼
西大桥商圈,清滨路,3室1厅,120,12122,南 北,99,7,简装,板楼
哈西商圈,哈西万达SOHO公寓,1室0厅,65,13014,东,49.95,29,简装,板楼
哈西商圈,尚熙雅轩,1室1厅,62.8,12548,西南,50.05,32,精装,板楼
哈西商圈,壹品新境,2室1厅,150,14281,南 北,105.04,26,其他,板楼
新发小区大润发,新发小区F区,2室1厅,33,7858,南 北,42,8,简装,板楼
哈特百脑汇教化工大,上夹树街,2室1厅,54,10800,南 北,50,7,简装,板楼
王岗商圈,鑫泉金岗湾,1室0厅,29,8788,西南,33,11,精装,板楼
哈西商圈,辰能·溪树庭院南区,2室1厅,175,21605,南,81,32,精装,板楼
哈西商圈,征仪路花园小区B区,2室1厅,69.5,8145,南 西北,85.33,7,毛坯,板楼
儿童公园,中和街,2室1厅,38.8,5792,南 北,67,8,简装,板楼
哈西商圈,金域蓝城,2室1厅,118,15278,南,77.24,30,简装,板楼
哈西商圈,征仪路花园小区B区,2室1厅,88,8225,南 北,107,7,精装,板楼
哈西商圈,金海城,2室1厅,53,7911,东 南,67,7,简装,板楼
儿童公园,比乐街,1室1厅,30.5,9532,南,32,7,简装,板楼
马家沟校大成街,文教街,1室1厅,32.8,10250,南,32,7,精装,板楼
师大附小沙曼小区,文化厅宿舍楼小区,2室1厅,58,8788,南,66,7,简装,暂无数据
革新教堂,文昌街,1室1厅,37,7116,东 西,52,8,简装,板楼
西大桥商圈,元和街,2室1厅,105,13816,南 北,76,7,精装,板楼
革新教堂,革新街,1室1厅,21,6563,南 北,32,8,简装,板楼
龙塔,第二方园里,2室1厅,42,7179,南 北,58.51,6,简装,板楼
海城市场商圈,文景小区(南岗区,2室1厅,45,6717,南,67,8,简装,板楼
儿童公园,永和街,2室1厅,63,9192,东 西,68.54,8,简装,板楼
王岗商圈,金谷城,2室1厅,72,6729,南 北,107,7,简装,板楼
哈西商圈,万达华宅F区,2室2厅,180,16667,南 北,108,31,其他,板楼
哈西商圈,鸿朗花园南区,2室2厅,114,9422,南 北,121,18,其他,板塔结合
哈西商圈,万达华宅F区,2室1厅,160.5,17673,南,90.82,31,精装,板楼
儿童公园,人和街,2室0厅,41.2,8899,南,46.3,6,简装,板楼
哈西商圈,西典家园南区,2室1厅,94.8,12231,南,77.51,11,简装,板楼
哈西商圈,鸿朗花园南区,1室0厅,36,10910,南,33,20,毛坯,板塔结合
王岗商圈,海德堡家园,1室1厅,60,9231,南 西,65,7,精装,板楼
王岗商圈,金莉园,2室1厅,74,7629,南 北,97,7,精装,板楼
新发小区大润发,新发小区F区,1室1厅,46,7852,南,58.59,7,精装,板楼
哈西商圈,华润·凯旋门,2室1厅,152.8,17698,南 北,86.34,31,毛坯,板楼
哈西商圈,壹品新境,1室0厅,61.5,14745,南,41.71,28,其他,板楼
西大桥商圈,汉祥街,2室1厅,72.8,8988,西南,81,8,简装,板楼
南岗分局十三中,先锋二区段,2室1厅,55,8731,南 北,63,7,精装,板楼
哈西商圈,枫蓝国际,1室1厅,85,13077,东,65,33,其他,板楼
团结萧红校哈站北秀宾馆,上方小区,3室1厅,155,10036,西北,154.45,28,简装,塔楼
哈西商圈,汇龙北纬,3室1厅,293,19026,南 北,154,28,精装,板楼
革新教堂,士课街(革新街),2室1厅,36,7007,南,51.38,3,简装,板楼
仪兴商圈,仪兴小区,2室1厅,42.8,5559,南 北,77,8,简装,板楼
龙塔,中浩华尔街,3室1厅,246,13744,南 北,179,32,简装,板楼
师大附小沙曼小区,延兴路,2室2厅,135,10715,南 北,126,27,简装,板楼
王岗商圈,旗凯丽园,2室1厅,85,7799,南 北,109,11,精装,板楼
花园铁岭继红校,花园街,1室1厅,88,19556,西,45,8,精装,板塔结合
哈西商圈,金海城,2室1厅,46,8071,南,57,7,精装,板楼
马家沟校大成街,洁净街,2室1厅,35.8,8732,南,41,7,精装,板楼
南岗会展商圈,红旗示范新区,3室1厅,122.3,11648,东 西,105,8,精装,板楼
儿童公园,人和街,2室1厅,51,6711,南 北,76,8,简装,板楼
新发小区大润发,海富名都城,3室2厅,192,13242,南 北,145,16,精装,板楼
西大桥商圈,西伯街,3室1厅,98,13244,东 西,74,8,其他,暂无数据
王岗商圈,红星凯悦,2室1厅,75,8427,南 北,89,14,精装,板楼
船舶军工,文化小区(南岗区),3室1厅,75,7531,南 北,99.6,7,简装,板楼
西大桥商圈,元士街,2室0厅,75,12712,南 北,59,6,简装,板楼
哈特百脑汇教化工大,贵新街,2室1厅,65,10559,南,61.56,7,简装,板楼
王岗商圈,哈西骏赫城,2室1厅,85,9445,南 北,90,14,简装,板楼
宣西宣庆体院,大成街,2室1厅,53.8,9119,南 北,59,6,精装,板楼
宣西宣庆体院,马端街,2室1厅,79.9,7758,南 北,103,4,简装,塔楼
南岗分局十三中,先锋二区段,2室2厅,128,10000,东 西,128,7,简装,板楼
哈西商圈,西典家园南区,1室1厅,54.8,7026,南 北,78,12,精装,板楼
哈西商圈,龙泽金水尚都东区,2室1厅,88.8,12334,南,72,23,精装,板楼
南岗分局十三中,辽河小区,1室1厅,34.8,7335,东 西,47.45,7,精装,板楼
仪兴商圈,仪兴小区,2室1厅,56,6022,南 北,93,8,简装,板楼
哈西商圈,巴黎第五区,2室1厅,155.8,16470,南,94.6,20,精装,板楼
哈西商圈,东辉明珠园,2室1厅,105,15000,东 西,70,6,精装,板楼
宣西宣庆体院,宣西小区,2室1厅,76,12259,南 北,62,8,简装,板楼
哈西商圈,哈西万达SOHO公寓,1室1厅,44,10000,南,44,31,简装,板塔结合
西大桥商圈,汉阳街,2室0厅,27,5510,南 西 北,49.01,6,简装,板楼
团结萧红校哈站北秀宾馆,货栈街,2室1厅,54.5,10186,南 北,53.51,7,精装,板楼
哈西商圈,鸿朗花园南区,2室1厅,145,13810,南 北,105,7,精装,板塔结合
哈西商圈,龙泽金水尚都东区,1室1厅,76.8,10972,南,70,23,简装,板楼
哈西商圈,悦城,1室1厅,110,16680,南,65.95,32,精装,板楼
哈西商圈,东辉明珠园,2室1厅,93,16079,南,57.84,6,精装,暂无数据
哈西商圈,大众新城,2室1厅,118,9544,南 北,123.64,12,精装,板塔结合
师大附小沙曼小区,沙曼小区三街区,2室1厅,110,14734,东,74.66,7,简装,板楼
哈南商圈,英伦名邸,3室1厅,152,11296,东 南 西,134.57,26,简装,板楼
哈西商圈,涧桥西畔,3室2厅,225,16832,东 南 北,133.68,30,精装,板楼
哈西商圈,尚熙雅轩,2室1厅,146,14371,东南,101.6,32,其他,板楼
哈西商圈,征仪路花园小区C区,2室1厅,69,7500,南 北,92,7,简装,板楼
西大桥商圈,汉广街,3室1厅,121.8,12167,南 北,100.11,7,精装,暂无数据
哈西商圈,涧桥西畔,2室1厅,149,15447,南 北,96.46,25,精装,板楼
哈西商圈,涧桥西畔,1室1厅,70,15910,东,44,27,精装,板楼
哈西商圈,壹品新境,2室1厅,155,14762,南 北,105,26,其他,板楼
哈西商圈,壹品新境,2室1厅,200,16482,南 北,121.35,28,其他,板楼
西大桥商圈,汉祥街,3室2厅,89.8,7762,南 北,115.7,8,其他,板楼
革新教堂,巴陵街,1室1厅,33.3,8764,西,38,7,其他,板楼
南岗会展商圈,红旗示范新区,2室1厅,85,8855,东北,96,7,其他,板楼
哈西商圈,鸿朗花园南区,2室1厅,68.8,11279,南 北,61,7,其他,暂无数据
哈西商圈,中海·雍景熙岸,2室1厅,148,16630,南 北,89,33,其他,板楼
王岗商圈,旗凯丽园,2室1厅,70,7506,南 北,93.26,11,其他,板楼
哈西商圈,西典家园北区,1室1厅,95,13014,南,73,11,其他,板楼
海城市场商圈,联部街,1室1厅,33.5,9055,南 北,37,8,其他,板楼
哈西商圈,西城丽景,2室2厅,150,14758,南 北 西,101.64,25,其他,板楼
南岗会展商圈,盟科视界,3室1厅,300,15307,南 北 东,196,31,其他,板楼
哈西商圈,西典家园南区,2室1厅,135,12273,东 南 北,110,17,其他,板楼
船舶军工,文化小区(南岗区),2室1厅,51.8,8278,南 北,62.58,9,其他,板楼
新发小区大润发,新发小区D区,2室1厅,47.5,9988,东 南 北,47.56,8,精装,板楼
新发小区大润发,新发小区F区,1室1厅,26.2,7486,南,35,8,其他,板楼
西大桥商圈,七政街,3室1厅,85,10842,南,78.4,8,其他,塔楼
哈西商圈,西典家园北区,2室1厅,110,15278,南 北,72,7,其他,板楼
哈西商圈,辰能溪树庭院,1室1厅,65,12746,南 北,51,32,其他,板楼
西大桥商圈,木兰小区（七政街）,2室1厅,70,11236,东 西,62.3,6,其他,板楼
西大桥商圈,五瑞街,2室1厅,90.8,12439,南,73,8,其他,板楼
哈西商圈,南郡·香醍雅诺,2室1厅,141.8,17761,南,79.84,18,其他,板楼
龙塔,第四方元里,3室1厅,130,7104,东 西,183,7,精装,板楼
师大附小沙曼小区,和兴头道街,3室1厅,150,16130,东 南 北,93,8,简装,板楼
革新教堂,黑山街,3室1厅,60,5661,东 西,106,7,简装,板楼
花园铁岭继红校,河渠街,2室1厅,188,18432,南 北,102,8,简装,板楼
海城市场商圈,第二巴陵街,3室1厅,68,7084,南 北,96,7,简装,板楼
儿童公园,馥瑞大厦,2室2厅,230,12763,东 西,180.22,18,精装,板楼
西大桥商圈,和兴路,2室1厅,98,9334,东,105,8,简装,板楼
哈西商圈,纳帕英郡,4室2厅,386,22184,南 北,174,33,精装,板楼
马家沟校大成街,平公街,2室1厅,53,7795,南 北,68,8,简装,板楼
南岗会展商圈,公园丽景(南岗区),2室2厅,310,17261,南 西 北,179.6,27,毛坯,板楼
南岗分局十三中,龙福家园(南岗区),2室1厅,120,8889,东 西,135,8,精装,板楼
宣西宣庆体院,宣西小区,2室2厅,59,4371,南 北,135,7,简装,板楼
南岗分局十三中,龙福家园(南岗区),2室1厅,155,11314,东 北,137,28,简装,塔楼
哈西商圈,涧桥西畔,3室1厅,205,15694,南 北,130.63,30,精装,板楼
哈西商圈,辰能溪树庭院,2室2厅,210,17214,南 北,122,11,简装,板楼
团结萧红校哈站北秀宾馆,公司街,3室1厅,52,6754,南 北,77,5,简装,板楼
哈西商圈,西典家园北区,3室2厅,165,11380,南 北,145,14,精装,板楼
仪兴商圈,康宁小区,3室1厅,142,8900,东 南,159.56,7,精装,板楼
哈西商圈,辰能溪树庭院,4室1厅,367,20526,东 南 北,178.8,23,精装,板楼
师大附小沙曼小区,地矿花园,3室1厅,106,10236,东 南 西,103.56,7,精装,板楼
先锋路商圈,新苑小区,3室2厅,145,7866,东 西,184.36,7,精装,板楼
哈西商圈,辰能溪树庭院,3室2厅,335,18207,东 南 北,184,15,精装,板楼
宣西宣庆体院,海富金棕榈,2室1厅,240,17474,南 北,137.35,31,精装,板塔结合
先锋路商圈,新苑小区,3室2厅,115,5498,东 南,209.17,7,精装,板楼
哈西商圈,涧桥西畔,3室2厅,193.5,15237,南 北,127,30,精装,板楼
宣西宣庆体院,新新家园,3室1厅,210,11414,南 北,184,12,精装,板楼
革新教堂,士课街(巴山街),2室0厅,31,6740,南 北,46,7,精装,板楼
哈特百脑汇教化工大,桥北新城,2室1厅,103,11319,南 北,91,17,简装,板楼
西大桥商圈,汉祥街,3室1厅,65,5753,南 北,113,8,精装,板楼
新发小区大润发,新发小区F区,3室1厅,67,5584,南 北,120,8,精装,板楼
哈西商圈,涧桥西畔,3室2厅,265,15964,南 北,166,30,精装,板楼
儿童公园,中山蓝色水岸,3室2厅,240,12000,西南 西北,200,30,精装,板楼
船舶军工,文化家园,2室1厅,195,12746,东 南 北,153,12,简装,板塔结合
哈西商圈,辰能·溪树庭院南区,2室2厅,220,20953,南 北,105,19,精装,板楼
儿童公园,分部街,2室1厅,50,8065,东南,62,6,简装,板楼
哈西商圈,南郡·香醍雅诺,3室1厅,264.9,21714,南 北,122,17,精装,板楼
南岗会展商圈,盟科视界,3室2厅,205,10981,东 西 南,186.7,32,精装,板楼
宣西宣庆体院,宣西小区,3室1厅,83,6306,南 北,131.64,8,精装,板楼
哈西商圈,辰能溪树庭院,3室2厅,366,21222,南 北,172.47,11,精装,板塔结合
儿童公园,红军街,1室1厅,128,22127,南,57.85,36,精装,板塔结合
花园铁岭继红校,颐园街,2室1厅,72.8,9973,南 北,73,7,简装,板塔结合
船舶军工,龙军小区,3室1厅,138,11130,东 西,124,8,简装,板楼
西大桥商圈,和兴路,3室2厅,133,8581,南 北,155,8,简装,板楼
哈西商圈,壹品新境,3室2厅,230,14839,南 北,155,28,精装,板楼
宣西宣庆体院,宣文街,2室1厅,27.8,4589,南 北,60.58,7,简装,板楼
儿童公园,光芒街(永和街),2室1厅,49.8,7218,东 西,69,7,简装,板楼
西大桥商圈,清滨路,3室1厅,120,11539,南 北,104,7,简装,板楼
团结萧红校哈站北秀宾馆,邮政街(上夹树街),1室1厅,85,20732,南,41,8,简装,板塔结合
南岗分局十三中,高法小区,2室1厅,75,10000,南 北,75,1,简装,板楼
哈西商圈,恒祥城三期,2室1厅,175,15910,南 北,110,5,简装,板楼
哈西商圈,东辉明珠园,2室2厅,180,15385,东 南 西,117,18,精装,板楼
西大桥商圈,和兴路,3室1厅,120,8581,南 北,139.85,8,简装,暂无数据
哈西商圈,悦城,3室2厅,405.8,22297,南 北,182,5,精装,板楼
南岗分局十三中,中植方洲苑,3室1厅,198,10128,南 北,195.5,13,简装,板楼
新发小区大润发,新发小区,2室1厅,45,9184,南 北,49,8,简装,板楼
马家沟校大成街,宣威街,2室1厅,39,6500,南,60,8,简装,板楼
仪兴商圈,康宁小区,2室1厅,103,8804,东 西,117,7,简装,板楼
哈西商圈,柒零捌零城仕公馆,3室1厅,195,15197,南 北,128.32,31,精装,板楼
花园铁岭继红校,宁江胡同,3室1厅,210,13208,南 北,159,5,简装,板楼
新发小区大润发,燎原街,2室1厅,55,7858,东 西,70,7,简装,板楼
南岗分局十三中,中植方洲苑,2室1厅,138,10048,东 南 西,137.35,7,精装,板楼
海城市场商圈,中山花园,3室1厅,149.8,11781,东 西,127.16,8,简装,板楼
海城市场商圈,明和彩座,3室2厅,165,10000,南 北,165,24,简装,塔楼
西大桥商圈,苗圃小区,3室1厅,86,8432,南 北,102,7,简装,板楼
哈西商圈,西典家园南区,3室2厅,190,10498,东 南 北,181,17,简装,板楼
南岗分局十三中,中发郦苑,3室2厅,95,6090,南 北,156,8,简装,板楼
团结萧红校哈站北秀宾馆,上方小区,3室1厅,162,10319,南 西,157,27,精装,板楼
哈西商圈,万达华府C区,3室2厅,318,19391,东南 南 北,164,31,精装,板楼
哈西商圈,纳帕英郡,4室2厅,295,17560,南 北,168,33,精装,板楼
海城市场商圈,文林电力花园小区,2室1厅,79.8,8867,东 南 西,90,7,简装,板楼
船舶军工,文化家园,4室2厅,270,15717,南 北,171.79,24,简装,板塔结合
哈西商圈,南郡·香醍雅诺,2室2厅,220,17887,南 北,123,26,精装,板楼
海城市场商圈,中山花园,3室1厅,258,10409,南 西 北,247.88,9,简装,板塔结合
万达商圈,星河国际  湘江路,3室2厅,168,9181,东 南 北,183,33,简装,塔楼
儿童公园,比乐街,2室1厅,34.5,6273,南 北,55,7,简装,板楼
西大桥商圈,北鸿花园,3室2厅,175,9309,南 北,188,5,简装,板楼
师大附小沙曼小区,师大艺术产业园,2室2厅,285,21924,南 北,130,26,精装,板楼
哈西商圈,万达华宅E区,3室2厅,240,18605,南 北,129,31,简装,板楼
哈西商圈,壹品新境,1室1厅,66,15501,东南,42.58,28,精装,板楼
哈西商圈,辰能溪树庭院,2室1厅,239.8,19139,南 北,125.3,11,简装,板楼
哈西商圈,悦城,3室1厅,389.9,21991,南 北,177.3,5,简装,板楼
新发小区大润发,新发小区,2室1厅,45.6,6496,南 北,70.2,8,简装,板楼
哈西商圈,纳帕英郡,3室2厅,232,19174,南 北,121,33,精装,板楼
哈西商圈,君贵东方瑞景,3室1厅,159,13250,南 北,120,32,简装,板楼
南岗分局十三中,馨悦家园,2室1厅,118,10351,南 北,114,7,精装,板楼
哈西商圈,福顺尚都,2室1厅,135,12500,东 南,108,31,精装,板塔结合
花园铁岭继红校,鞍山街,2室2厅,126,12990,东 西,97,8,简装,板楼
哈西商圈,纳帕英郡,3室2厅,209,17417,南 北,120,33,简装,板楼
师大附小沙曼小区,师大家属楼,2室1厅,135,20102,南,67.16,5,简装,暂无数据
哈西商圈,辰能溪树庭院,3室2厅,330,19276,南 北,171.2,11,精装,板楼
哈西商圈,龙泽金水尚都西区,3室2厅,270,15518,南 北,174,31,精装,暂无数据
花园铁岭继红校,阿什河街,3室2厅,270,13500,东 西,200,27,简装,板楼
万达商圈,荣耀宝座,3室2厅,160,8989,西 北,178,18,精装,塔楼
龙塔,宣庆小区,3室1厅,82,6777,东 西,121,7,精装,板楼
马家沟校大成街,金丰优豪斯,1室1厅,58,13584,东 南,42.7,24,简装,板楼
西大桥商圈,八元街,3室1厅,169,10517,南 北,160.7,8,简装,板塔结合
哈西商圈,涧桥西畔,3室1厅,200,15625,南 北,128,30,精装,板楼
哈西商圈,东方新天地,3室2厅,197.9,17514,南 北,113,18,毛坯,板楼
船舶军工,极乐小区（哈铁文化住宅小区）,1室1厅,39,11143,南 北,35,7,简装,板楼
儿童公园,中山蓝色水岸,3室1厅,325,15477,南,210,30,精装,板楼
哈西商圈,万达华府C区,3室2厅,350,21213,南 北,165,31,精装,板楼
西大桥商圈,世纪嘉园(南岗区),3室1厅,195,13929,南,140,33,简装,板楼
龙塔,红星名苑,2室2厅,152,12562,南 北,121,18,简装,板塔结合
马家沟校大成街,芦家街,2室1厅,50,7123,南 北,70.2,8,简装,板楼
宣西宣庆体院,十字街,2室1厅,60,5556,东 西,108,8,简装,板楼
团结萧红校哈站北秀宾馆,上方小区,3室1厅,140,10295,西北,136,28,简装,塔楼
复华校国展工大附中,复华小区北区,3室1厅,120,12122,东 西,99,8,简装,板楼
宣西宣庆体院,宣西小区,2室1厅,58,7838,东 西,74,8,简装,板楼
西大桥商圈,七政街,2室1厅,70,11112,东南 东北,63,8,简装,塔楼
哈西商圈,纳帕英郡,3室2厅,320,17022,南 北,188,33,精装,板楼
宣西宣庆体院,大成街,4室2厅,268,9963,南 北,269,8,精装,板楼
南岗分局十三中,先锋小区,3室1厅,63,6462,南 北,97.5,7,简装,板楼
哈特百脑汇教化工大,砖街,2室1厅,48,6836,南 北,70.22,7,简装,板楼
团结萧红校哈站北秀宾馆,凤翥街,2室1厅,75,11539,东南,65,7,精装,板楼
仪兴商圈,牛房小区二期,2室1厅,65.8,10314,南 北,63.8,7,精装,板楼
南岗分局十三中,先锋小区,3室1厅,85,6815,东 西,124.74,7,简装,板楼
哈西商圈,阳光家园北区,2室1厅,91,8946,南 北,101.73,7,精装,板楼
哈西商圈,学府花园,2室2厅,98,9334,南 北,105,8,简装,塔楼
师大附小沙曼小区,和兴名家,2室1厅,168,15556,南 北,108,7,简装,板楼
新发小区大润发,海富名都城,3室1厅,180,12081,东 西,149,16,精装,板楼
南岗分局十三中,龙福家园(南岗区),2室1厅,34,6416,东,53,7,简装,板楼
西大桥商圈,苗圃小区,3室1厅,196,12300,东 西,159.36,18,简装,板楼
哈西商圈,东辉明珠园,3室2厅,255,14167,南 北,180,17,简装,板楼
哈特百脑汇教化工大,曲线街,1室1厅,38,10524,西北,36.11,8,简装,板楼
龙塔,南航嘉园,2室1厅,110,10281,西北,107,39,简装,板楼
龙塔,宣庆小区,2室2厅,84.8,7439,南 北,114,7,精装,板楼
仪兴商圈,仪兴小区,2室1厅,53,6051,南 北,87.6,8,简装,板楼
师大附小沙曼小区,沙曼小区三街区,3室1厅,43,7115,东南,60.44,7,精装,板楼
新发小区大润发,海富名都城,3室2厅,220,13265,南 北,165.86,14,简装,板楼
先锋路商圈,黄河绿园B区,2室2厅,122,10609,南 北,115,7,简装,板楼
西大桥商圈,西伯街,3室1厅,130,10570,南 北,123,6,精装,板楼
南岗会展商圈,红旗示范新区,2室1厅,55,10743,南 北,51.2,7,简装,板楼
哈西商圈,巴黎第五区,3室1厅,178,16331,南 北,109,31,精装,板楼
哈西商圈,学府花园,2室1厅,99.8,8911,东 西,112,8,简装,板楼
南岗会展商圈,红旗示范新区,3室1厅,74,7400,东 西,100,7,简装,板楼
哈西商圈,纳帕英郡,2室1厅,198,17369,南 北,114,33,精装,板楼
革新教堂,文昌街,3室1厅,68,6869,南 北,99,8,简装,板楼
马家沟校大成街,宣德街,3室1厅,135,8824,南 北,153,7,简装,板楼
仪兴商圈,仪兴小区,3室2厅,105,7143,南,147,8,简装,板楼
南岗会展商圈,天木小区,2室1厅,52,5978,南 北,87,7,简装,板楼
南岗分局十三中,辽河小区,3室1厅,90,6570,东南,137,7,简装,板楼
哈西商圈,南郡·香醍雅诺,2室1厅,248,21197,南 北,117,17,精装,板楼
新发小区大润发,新发小区C区,2室1厅,72,9864,东 西,73,8,精装,板楼
宣西宣庆体院,海富金棕榈,2室1厅,151,16594,西北,91,32,精装,板楼
南岗分局十三中,龙福家园(南岗区),3室2厅,245,13032,东南,188,28,精装,塔楼
花园铁岭继红校,国民街,3室1厅,110,11579,南 北,95,6,简装,板楼
哈特百脑汇教化工大,桥北新城,2室1厅,130,13198,南 北,98.5,17,精装,板楼
宣西宣庆体院,平准街,3室2厅,310,8158,南 北,380,8,简装,板楼
南岗会展商圈,盟科视界,3室2厅,240,14286,南 北,168,31,精装,板楼
南岗会展商圈,红旗示范新区,3室1厅,110,9822,南 北,112,7,简装,板楼
南岗会展商圈,天木小区,2室1厅,69.8,8513,东 西,82,7,简装,板楼
西大桥商圈,汉广街,2室1厅,65,10000,东 西,65,7,简装,板楼
船舶军工,极乐小区（哈铁文化住宅小区）,2室1厅,73,8691,东 南,84,7,简装,板楼
哈西商圈,科大安居小区,3室1厅,99,8762,南 北,113,7,简装,板楼
复华校国展工大附中,复华小区北区,3室1厅,170,13077,南 北,130,9,简装,板楼
新发小区大润发,新发小区B区,2室1厅,32.8,6114,南 西,53.65,9,简装,板楼
宣西宣庆体院,宣化街,2室1厅,80,8000,东 西,100,8,简装,板楼
哈西商圈,创建小区,2室2厅,94.5,8290,南 北,114,7,简装,板楼
南岗分局十三中,金河小区,3室1厅,116,9587,南 北,121,8,简装,板楼
龙塔,中浩华尔街,3室1厅,195,13542,南 北,144,28,精装,板楼
宣西宣庆体院,海富金棕榈,2室2厅,235,17204,东 西,136.6,32,精装,板楼
海城市场商圈,文景街,3室1厅,146,7449,南 北,196,8,精装,板楼
西大桥商圈,清明二道街,2室1厅,70,9334,南 北,75,8,简装,板楼
新发小区大润发,新发小区B区,2室1厅,42,7925,南 北,53,8,简装,板楼
马家沟校大成街,宣威街,3室1厅,163,9392,南 北,173.56,7,精装,板楼
船舶军工,盟科观邸,2室1厅,168,14483,西,116,28,精装,板塔结合
哈特百脑汇教化工大,桥北新城,2室1厅,128,13841,南,92.48,17,精装,板楼
花园铁岭继红校,铁岭街,3室1厅,198,12000,南 北,165,7,简装,板楼
先锋路商圈,新苑小区,3室2厅,102,6036,南 北,169,7,简装,板楼
宣西宣庆体院,海富金棕榈,2室1厅,178,13907,东 西,128,32,精装,板楼
哈特百脑汇教化工大,江城之珠,3室1厅,119,12269,南 北,97,36,毛坯,板楼
龙塔,红星名苑,3室2厅,155,12810,南 北,121,18,简装,板塔结合
南岗会展商圈,盟科视界,2室2厅,199,14015,南 北,142,32,精装,板楼
哈西商圈,辰能溪树庭院,4室2厅,389,21757,南 北,178.8,23,精装,板楼
哈西商圈,龙泽金水尚都东区,3室1厅,231,13125,南 北,176,23,精装,板楼
新发小区大润发,燎原街,2室1厅,65,8784,南 北,74,7,精装,板楼
哈西商圈,恒祥首府,2室1厅,180,15518,南 北,116,32,简装,板塔结合
船舶军工,盟科观邸,2室1厅,195,13945,南 北,139.84,31,简装,板楼
哈西商圈,盟科万城,2室1厅,118,12554,南 北,94,26,毛坯,板楼
西大桥商圈,和兴小区,3室1厅,109,8688,南 北,125.47,7,简装,板塔结合
先锋路商圈,新苑小区,3室1厅,109,6906,南 西 北,157.84,7,简装,板楼
新发小区大润发,三姓街,2室1厅,125,9804,南 北,127.5,7,精装,板楼
新发小区大润发,新发小区B区,2室1厅,29.5,4403,南 北,67,8,简装,板楼
儿童公园,龙电花园,3室2厅,186,10392,西 北,179,28,简装,塔楼
哈西商圈,纳帕英郡,3室2厅,220,18033,南 北,122,33,精装,板楼
哈西商圈,纳帕英郡,2室2厅,228,18240,南 北,125,33,精装,板楼
哈西商圈,纳帕英郡,4室1厅,330,19076,南 北,173,33,精装,板楼
哈西商圈,纳帕英郡,2室1厅,162,18875,南,85.83,30,精装,板楼
